cust_id,recency,frequency,monetary,R,F,M,RFM_Segment_Concat,RFM_Score,RFM_Level,Avg_M
272462,336.0,1,2240.94,4,1,1,4.01.01.0,6,Potential,5121.214583333333
272700,418.0,2,2427.685,4,1,1,4.01.01.0,6,Potential,5121.214583333333
272711,93.0,2,5475.275,4,1,1,4.01.01.0,6,Potential,5121.214583333333
272730,393.0,2,4713.93,4,1,1,4.01.01.0,6,Potential,5121.214583333333
272852,215.0,2,3719.4300000000003,4,1,1,4.01.01.0,6,Potential,5121.214583333333
273338,397.0,2,4797.91,4,1,1,4.01.01.0,6,Potential,5121.214583333333
273353,123.0,2,2374.645,4,1,1,4.01.01.0,6,Potential,5121.214583333333
273439,397.0,1,1425.45,4,1,1,4.01.01.0,6,Potential,5121.214583333333
273454,62.0,2,3258.6449999999995,4,1,1,4.01.01.0,6,Potential,5121.214583333333
273502,2.0,2,5088.525000000001,4,1,1,4.01.01.0,6,Potential,5121.214583333333
273651,184.0,2,4052.0350000000003,4,1,1,4.01.01.0,6,Potential,5121.214583333333
273747,417.0,2,3407.82,4,1,1,4.01.01.0,6,Potential,5121.214583333333
273833,396.0,2,3771.3650000000002,4,1,1,4.01.01.0,6,Potential,5121.214583333333
273863,184.0,1,2512.77,4,1,1,4.01.01.0,6,Potential,5121.214583333333
273871,184.0,1,3964.74,4,1,1,4.01.01.0,6,Potential,5121.214583333333
273877,245.0,2,643.11,4,1,1,4.01.01.0,6,Potential,5121.214583333333
273946,31.0,2,2084.0299999999997,4,1,1,4.01.01.0,6,Potential,5121.214583333333
274000,336.0,2,1192.295,4,1,1,4.01.01.0,6,Potential,5121.214583333333
274045,426.0,2,3223.285,4,1,1,4.01.01.0,6,Potential,5121.214583333333
274213,2.0,1,2943.72,4,1,1,4.01.01.0,6,Potential,5121.214583333333
274258,359.0,2,1751.4250000000002,4,1,1,4.01.01.0,6,Potential,5121.214583333333
274360,246.0,2,5304.0,4,1,1,4.01.01.0,6,Potential,5121.214583333333
274678,1.0,2,4316.13,4,1,1,4.01.01.0,6,Potential,5121.214583333333
274781,31.0,1,649.74,4,1,1,4.01.01.0,6,Potential,5121.214583333333
274784,386.0,2,3921.645,4,1,1,4.01.01.0,6,Potential,5121.214583333333
274818,357.0,2,2192.3199999999997,4,1,1,4.01.01.0,6,Potential,5121.214583333333
274895,123.0,1,411.06,4,1,1,4.01.01.0,6,Potential,5121.214583333333
274982,276.0,2,4152.59,4,1,1,4.01.01.0,6,Potential,5121.214583333333
274999,304.0,2,2373.54,4,1,1,4.01.01.0,6,Potential,5121.214583333333
275010,184.0,2,3310.58,4,1,1,4.01.01.0,6,Potential,5121.214583333333
275053,367.0,2,2032.095,4,1,1,4.01.01.0,6,Potential,5121.214583333333
275202,390.0,2,1475.1750000000002,4,1,1,4.01.01.0,6,Potential,5121.214583333333
266891,427.0,2,6033.3,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
267004,277.0,3,7825.610000000001,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
267382,365.0,2,6308.445,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
267468,277.0,3,7505.16,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
267833,184.0,2,6680.83,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
268101,62.0,2,7021.17,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
268172,397.0,2,8131.695,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
268468,423.0,2,5971.42,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
268625,395.0,2,8506.29,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
268897,363.0,2,7242.17,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
268916,246.0,2,8203.52,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
268959,31.0,2,8139.43,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
269031,418.0,2,8453.25,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
269234,364.0,1,7514.0,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
269787,184.0,2,6879.73,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
270427,155.0,2,5898.49,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
270628,185.0,2,7868.705,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
270749,185.0,2,8963.76,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
271189,216.0,2,9427.86,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
271654,359.0,2,8759.335,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
272042,386.0,2,5670.860000000001,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
272113,365.0,2,7283.055,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
272160,365.0,2,5597.93,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
272321,422.0,2,5805.67,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
272783,124.0,2,6653.205,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
272975,246.0,2,6487.455,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
273223,386.0,2,6659.835,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
273297,418.0,2,6112.860000000001,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
273384,426.0,1,6027.775,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
273835,421.0,2,8552.7,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
274009,421.0,2,9335.04,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
274250,154.0,2,5738.264999999999,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
274266,336.0,2,6115.07,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
274572,426.0,2,6283.03,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
274844,216.0,2,6479.719999999999,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
275037,216.0,2,8232.25,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
275074,391.0,2,8817.9,4,1,2,4.01.02.0,7,Loyal,5121.214583333333
266894,397.0,2,11503.05,4,1,3,4.01.03.0,8,Can't Loose Them,5121.214583333333
267010,420.0,3,9748.310000000001,4,1,3,4.01.03.0,8,Can't Loose Them,5121.214583333333
267156,386.0,3,11161.605,4,1,3,4.01.03.0,8,Can't Loose Them,5121.214583333333
267297,62.0,3,10756.07,4,1,3,4.01.03.0,8,Can't Loose Them,5121.214583333333
267328,365.0,3,10411.310000000001,4,1,3,4.01.03.0,8,Can't Loose Them,5121.214583333333
267511,93.0,3,11683.165,4,1,3,4.01.03.0,8,Can't Loose Them,5121.214583333333
267524,31.0,3,10046.66,4,1,3,4.01.03.0,8,Can't Loose Them,5121.214583333333
269795,388.0,2,11875.435000000001,4,1,3,4.01.03.0,8,Can't Loose Them,5121.214583333333
272040,425.0,2,10610.21,4,1,3,4.01.03.0,8,Can't Loose Them,5121.214583333333
272446,422.0,2,13047.84,4,1,3,4.01.03.0,8,Can't Loose Them,5121.214583333333
273603,365.0,2,13604.76,4,1,3,4.01.03.0,8,Can't Loose Them,5121.214583333333
274815,421.0,2,12296.44,4,1,3,4.01.03.0,8,Can't Loose Them,5121.214583333333
267106,155.0,3,16582.735,4,1,4,4.01.04.0,9,Gold,5121.214583333333
267177,421.0,3,16486.6,4,1,4,4.01.04.0,9,Gold,5121.214583333333
267681,392.0,3,4800.12,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
267706,387.0,3,1718.275,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
267867,421.0,3,4631.055,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
267989,396.0,3,5190.1849999999995,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
268062,425.0,4,5186.870000000001,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
268149,421.0,3,4523.87,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
268164,304.0,3,3217.76,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
268171,304.0,3,4237.675,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
268173,361.0,3,4603.43,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
268245,390.0,4,5107.3099999999995,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
268285,361.0,3,4015.5699999999997,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
268372,393.0,3,5227.755,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
268453,427.0,4,3206.71,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
268546,419.0,3,4853.16,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
268699,367.0,3,3151.46,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
268713,62.0,4,5331.625,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
268792,389.0,3,5182.45,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
268863,336.0,4,3089.58,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
268948,395.0,4,3555.8900000000003,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
268951,63.0,3,4103.97,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
268983,364.0,3,4731.610000000001,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
269069,2.0,3,4540.445,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
269564,391.0,3,3139.305,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
269715,2.0,3,4843.215,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
269790,427.0,3,3201.185,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
269902,155.0,3,3459.755,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
269972,418.0,4,4835.48,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
270322,277.0,3,2023.255,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
270400,246.0,3,1642.03,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
270405,154.0,4,4813.38,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
270407,216.0,3,4534.92,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
270683,397.0,3,3481.855,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
271096,388.0,3,3166.93,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
271175,389.0,3,4311.71,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
271180,1.0,3,3037.645,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
271200,305.0,3,4658.68,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
271441,391.0,3,2090.66,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
271663,418.0,3,4989.075,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
271674,216.0,3,3040.96,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
271683,92.0,3,1987.895,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
271876,422.0,3,3065.27,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
271918,361.0,3,4778.0199999999995,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
272392,304.0,3,5166.98,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
272465,216.0,3,4276.349999999999,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
272596,276.0,3,4853.16,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
272618,393.0,3,4751.5,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
272660,392.0,3,5496.2699999999995,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
272795,245.0,3,3655.34,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
272953,367.0,3,2415.53,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
273020,276.0,3,3887.39,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
273287,421.0,3,5375.825000000001,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
273410,365.0,3,5519.475,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
273627,336.0,3,4781.335,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
273785,447.0,3,4106.18,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
273815,393.0,3,4532.71,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
274086,427.0,3,4669.73,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
274112,356.0,3,4974.71,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
274292,2.0,3,4142.645,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
274511,62.0,3,2238.7299999999996,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
274665,393.0,3,1030.9650000000001,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
274693,31.0,3,3151.46,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
274981,419.0,3,5232.175,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
275007,392.0,3,4742.66,4,2,1,4.02.01.0,7,Loyal,8503.386485355648
266788,366.0,4,6092.969999999999,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
266820,304.0,4,8095.2300000000005,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
267323,426.0,4,5750.42,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
267562,426.0,4,8327.279999999999,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
267632,360.0,3,7770.36,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
267721,277.0,3,5975.84,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
267727,448.0,4,8415.68,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
267784,366.0,3,7601.295,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
267835,428.0,3,7889.7,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
267864,277.0,4,9286.42,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
267983,418.0,3,8230.04,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
268029,365.0,3,7770.36,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
268057,276.0,3,6731.66,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
268127,367.0,3,8974.81,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
268203,366.0,3,7489.69,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
268218,421.0,4,7975.889999999999,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
268470,366.0,3,5766.995,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
268476,361.0,4,9631.18,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
268534,359.0,3,8593.585,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
268627,305.0,4,7351.565,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
268736,304.0,3,8530.599999999999,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
268756,391.0,3,6610.110000000001,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
268825,389.0,4,6671.99,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
268894,336.0,3,5795.724999999999,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
268919,32.0,3,7304.05,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
269007,277.0,3,6762.6,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
269060,2.0,4,6676.41,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
269076,360.0,4,7927.27,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
269083,305.0,3,8439.99,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
269090,335.0,3,5939.375,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
269135,424.0,3,9035.585,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
269252,422.0,3,9511.84,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
269285,245.0,3,6838.845,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
269286,390.0,3,7072.0,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
269305,386.0,3,9047.74,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
269333,360.0,4,7852.13,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
269385,397.0,3,5928.325,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
269393,2.0,3,7922.85,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
269476,335.0,4,7607.925,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
269692,365.0,3,8049.924999999999,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
269711,245.0,4,8361.535,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
269727,423.0,3,6632.209999999999,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
269734,362.0,4,7308.47,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
269791,363.0,4,6824.48,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
269808,92.0,3,6060.925,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
270009,1.0,3,7548.254999999999,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
270026,63.0,4,8706.295,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
270064,305.0,4,6300.71,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
270066,305.0,4,6492.98,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
270139,361.0,4,9347.195,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
270148,215.0,4,8680.88,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
270159,356.0,4,6016.725,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
270216,420.0,4,8044.4,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
270256,448.0,4,7627.815,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
270371,366.0,4,6992.44,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
270482,422.0,3,5919.485000000001,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
270530,419.0,3,7517.315,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
270616,305.0,3,7898.54,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
270753,421.0,3,9034.48,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
270924,365.0,3,6862.049999999999,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
271037,389.0,3,8098.545,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
271099,388.0,3,7610.135,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
272037,423.0,3,7140.51,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
272159,367.0,3,6972.55,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
272200,124.0,3,6826.6900000000005,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
272209,277.0,3,7385.82,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
272280,2.0,3,5668.65,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
272365,92.0,3,8947.185,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
272395,154.0,3,8931.715,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
272561,31.0,3,6122.805,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
272566,358.0,3,7554.885,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
272821,367.0,3,8565.96,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
272887,422.0,3,6517.29,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
272900,124.0,3,6674.2,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
272998,277.0,3,8732.815,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
273031,367.0,3,7279.74,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
273122,388.0,3,8378.109999999999,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
273318,391.0,3,7414.549999999999,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
273322,1.0,3,6341.595,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
273350,305.0,3,7117.304999999999,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
273659,336.0,3,7381.4,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
273836,245.0,3,5880.81,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
273911,365.0,3,8743.865,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
273965,154.0,3,6359.275,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
273986,424.0,3,6428.889999999999,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
274168,365.0,3,5994.625,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
274334,387.0,3,9094.15,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
274526,31.0,3,9346.09,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
274806,424.0,3,7085.26,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
274897,1.0,3,8258.77,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
274969,390.0,3,5827.77,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
275134,184.0,3,9678.695,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
275152,420.0,3,7379.1900000000005,4,2,2,4.02.02.0,8,Can't Loose Them,8503.386485355648
266799,93.0,4,9958.26,4,2,3,4.02.03.0,9,Gold,8503.386485355648
266918,304.0,4,12337.325,4,2,3,4.02.03.0,9,Gold,8503.386485355648
266972,361.0,4,13120.77,4,2,3,4.02.03.0,9,Gold,8503.386485355648
267234,365.0,4,11221.275,4,2,3,4.02.03.0,9,Gold,8503.386485355648
267268,424.0,4,11073.205,4,2,3,4.02.03.0,9,Gold,8503.386485355648
267462,424.0,4,13875.485,4,2,3,4.02.03.0,9,Gold,8503.386485355648
267542,422.0,4,10951.654999999999,4,2,3,4.02.03.0,9,Gold,8503.386485355648
267704,154.0,4,14161.68,4,2,3,4.02.03.0,9,Gold,8503.386485355648
267840,305.0,4,12993.695,4,2,3,4.02.03.0,9,Gold,8503.386485355648
267959,336.0,4,13481.0,4,2,3,4.02.03.0,9,Gold,8503.386485355648
